sample_name,target_name,locus_id,ct_value,type
J-N1R1,HK09,LOC_Os03g61680,10.3179640705641,Test
J-N1R2,HK09,LOC_Os03g61680,8.47181873772733,Test
J-N1R3,HK09,LOC_Os03g61680,8.8621539248009,Test
J-N2R1,HK09,LOC_Os03g61680,10.0755067251624,Test
J-N2R2,HK09,LOC_Os03g61680,9.49252652427968,Test
J-N2R3,HK09,LOC_Os03g61680,9.94590896231747,Test
J-N3R1,HK09,LOC_Os03g61680,10.253035908852,Test
J-N3R2,HK09,LOC_Os03g61680,9.84031258283633,Test
J-N3R3,HK09,LOC_Os03g61680,9.95702379867926,Test
J-N4R1,HK09,LOC_Os03g61680,10.2670703493753,Test
J-N4R2,HK09,LOC_Os03g61680,10.2524121478184,Test
J-N4R3,HK09,LOC_Os03g61680,9.26115947433367,Test
G-N1R1,HK09,LOC_Os03g61680,9.49075872257429,Test
G-N1R2,HK09,LOC_Os03g61680,8.89039120519801,Test
G-N1R3,HK09,LOC_Os03g61680,8.53268279681137,Test
G-N2R1,HK09,LOC_Os03g61680,9.01820791824089,Test
G-N2R2,HK09,LOC_Os03g61680,8.21158679553168,Test
G-N2R3,HK09,LOC_Os03g61680,9.03584861579428,Test
G-N3R1,HK09,LOC_Os03g61680,9.2318363249069,Test
G-N3R2,HK09,LOC_Os03g61680,9.32524620956535,Test
G-N3R3,HK09,LOC_Os03g61680,10.3593257109902,Test
G-N4R1,HK09,LOC_Os03g61680,10.7624462709468,Test
G-N4R2,HK09,LOC_Os03g61680,10.3895696438497,Test
G-N4R3,HK09,LOC_Os03g61680,9.33099778470542,Test
B-N1R1,HK09,LOC_Os03g61680,10.6369991859715,Test
B-N1R2,HK09,LOC_Os03g61680,9.67444713227975,Test
B-N1R3,HK09,LOC_Os03g61680,8.55288530229882,Test
B-N2R1,HK09,LOC_Os03g61680,9.36644054657851,Test
B-N2R2,HK09,LOC_Os03g61680,9.71387324109476,Test
B-N2R3,HK09,LOC_Os03g61680,8.80027979182755,Test
B-N3R1,HK09,LOC_Os03g61680,9.01209705238515,Test
B-N3R2,HK09,LOC_Os03g61680,9.00133528014645,Test
B-N3R3,HK09,LOC_Os03g61680,10.0863994408071,Test
B-N4R1,HK09,LOC_Os03g61680,11.4829888881729,Test
B-N4R2,HK09,LOC_Os03g61680,11.8552306455335,Test
B-N4R3,HK09,LOC_Os03g61680,8.46234378748126,Test
I-N1R1,HK09,LOC_Os03g61680,9.68824610133728,Test
I-N1R2,HK09,LOC_Os03g61680,9.04096846953644,Test
I-N1R3,HK09,LOC_Os03g61680,8.95252296647697,Test
I-N2R1,HK09,LOC_Os03g61680,8.93818831817659,Test
I-N2R2,HK09,LOC_Os03g61680,9.02200313287988,Test
I-N2R3,HK09,LOC_Os03g61680,8.87620813178515,Test
I-N3R1,HK09,LOC_Os03g61680,8.7092444324702,Test
I-N3R2,HK09,LOC_Os03g61680,10.7848253713321,Test
I-N3R3,HK09,LOC_Os03g61680,9.52628365237083,Test
I-N4R1,HK09,LOC_Os03g61680,10.5909146192039,Test
I-N4R2,HK09,LOC_Os03g61680,12.1662756355605,Test
I-N4R3,HK09,LOC_Os03g61680,9.90090643435567,Test
R-N1R1,HK09,LOC_Os03g61680,10.1060422473146,Test
R-N1R2,HK09,LOC_Os03g61680,8.76115688714205,Test
R-N1R3,HK09,LOC_Os03g61680,8.37213058305649,Test
R-N2R1,HK09,LOC_Os03g61680,9.41758716518489,Test
R-N2R2,HK09,LOC_Os03g61680,9.90453267536654,Test
R-N2R3,HK09,LOC_Os03g61680,9.47235385950971,Test
R-N3R1,HK09,LOC_Os03g61680,8.42540507738231,Test
R-N3R2,HK09,LOC_Os03g61680,8.88584041099314,Test
R-N3R3,HK09,LOC_Os03g61680,10.6347948923786,Test
R-N4R1,HK09,LOC_Os03g61680,9.23045513610003,Test
R-N4R2,HK09,LOC_Os03g61680,10.9069040046962,Test
R-N4R3,HK09,LOC_Os03g61680,8.4701860768958,Test
J-N1R1,HKludo01,LOC_Os06g11170,11.5419443859718,Test
J-N1R2,HKludo01,LOC_Os06g11170,10.0618624898386,Test
J-N1R3,HKludo01,LOC_Os06g11170,10.9353114505889,Test
J-N2R1,HKludo01,LOC_Os06g11170,12.2013102779071,Test
J-N2R2,HKludo01,LOC_Os06g11170,11.8282500501082,Test
J-N2R3,HKludo01,LOC_Os06g11170,12.0455395840527,Test
J-N3R1,HKludo01,LOC_Os06g11170,11.6457649009654,Test
J-N3R2,HKludo01,LOC_Os06g11170,11.385738897632,Test
J-N3R3,HKludo01,LOC_Os06g11170,11.6643909454942,Test
J-N4R1,HKludo01,LOC_Os06g11170,11.6660617022834,Test
J-N4R2,HKludo01,LOC_Os06g11170,11.8521869683124,Test
J-N4R3,HKludo01,LOC_Os06g11170,10.7623922388068,Test
G-N1R1,HKludo01,LOC_Os06g11170,10.6295633064866,Test
G-N1R2,HKludo01,LOC_Os06g11170,10.0442641038935,Test
G-N1R3,HKludo01,LOC_Os06g11170,9.5983955754139,Test
G-N2R1,HKludo01,LOC_Os06g11170,10.2254074085449,Test
G-N2R2,HKludo01,LOC_Os06g11170,9.53275274954432,Test
G-N2R3,HKludo01,LOC_Os06g11170,10.4204044595433,Test
G-N3R1,HKludo01,LOC_Os06g11170,10.1236162922397,Test
G-N3R2,HKludo01,LOC_Os06g11170,10.550134004186,Test
G-N3R3,HKludo01,LOC_Os06g11170,11.402512628322,Test
G-N4R1,HKludo01,LOC_Os06g11170,11.8724985170458,Test
G-N4R2,HKludo01,LOC_Os06g11170,11.4312863192042,Test
G-N4R3,HKludo01,LOC_Os06g11170,10.5017217151353,Test
B-N1R1,HKludo01,LOC_Os06g11170,11.3420329296787,Test
B-N1R2,HKludo01,LOC_Os06g11170,10.7142403833109,Test
B-N1R3,HKludo01,LOC_Os06g11170,9.39213625561711,Test
B-N2R1,HKludo01,LOC_Os06g11170,10.3277292140075,Test
B-N2R2,HKludo01,LOC_Os06g11170,10.7558212881955,Test
B-N2R3,HKludo01,LOC_Os06g11170,10.1162198685648,Test
B-N3R1,HKludo01,LOC_Os06g11170,10.0508420526525,Test
B-N3R2,HKludo01,LOC_Os06g11170,10.1953114248533,Test
B-N3R3,HKludo01,LOC_Os06g11170,11.3623233722852,Test
B-N4R1,HKludo01,LOC_Os06g11170,12.3922608228748,Test
B-N4R2,HKludo01,LOC_Os06g11170,12.9383746883259,Test
B-N4R3,HKludo01,LOC_Os06g11170,9.69534064898473,Test
I-N1R1,HKludo01,LOC_Os06g11170,10.7540731351935,Test
I-N1R2,HKludo01,LOC_Os06g11170,9.98175765627395,Test
I-N1R3,HKludo01,LOC_Os06g11170,9.87810219167522,Test
I-N2R1,HKludo01,LOC_Os06g11170,10.4182911858369,Test
I-N2R2,HKludo01,LOC_Os06g11170,10.3062445300226,Test
I-N2R3,HKludo01,LOC_Os06g11170,9.97414516430699,Test
I-N3R1,HKludo01,LOC_Os06g11170,9.61748627836614,Test
I-N3R2,HKludo01,LOC_Os06g11170,11.8384876234115,Test
I-N3R3,HKludo01,LOC_Os06g11170,10.8624383226238,Test
I-N4R1,HKludo01,LOC_Os06g11170,11.4076127356275,Test
I-N4R2,HKludo01,LOC_Os06g11170,13.5608034237995,Test
I-N4R3,HKludo01,LOC_Os06g11170,11.1717472507215,Test
R-N1R1,HKludo01,LOC_Os06g11170,11.006118098084,Test
R-N1R2,HKludo01,LOC_Os06g11170,10.0646469037636,Test
R-N1R3,HKludo01,LOC_Os06g11170,9.63844855692929,Test
R-N2R1,HKludo01,LOC_Os06g11170,10.3297153855168,Test
R-N2R2,HKludo01,LOC_Os06g11170,11.0070705041744,Test
R-N2R3,HKludo01,LOC_Os06g11170,10.3629068465404,Test
R-N3R1,HKludo01,LOC_Os06g11170,9.66456290104431,Test
R-N3R2,HKludo01,LOC_Os06g11170,9.95046044701331,Test
R-N3R3,HKludo01,LOC_Os06g11170,11.6034995330264,Test
R-N4R1,HKludo01,LOC_Os06g11170,10.4735749944657,Test
R-N4R2,HKludo01,LOC_Os06g11170,11.9919852987128,Test
R-N4R3,HKludo01,LOC_Os06g11170,9.97666461431712,Test
J-N1R1,HKludo02,LOC_Os06g48970,10.3223259872693,Test
J-N1R2,HKludo02,LOC_Os06g48970,8.87600766104935,Test
J-N1R3,HKludo02,LOC_Os06g48970,9.79081082959999,Test
J-N2R1,HKludo02,LOC_Os06g48970,10.5474986632302,Test
J-N2R2,HKludo02,LOC_Os06g48970,9.64885873211754,Test
J-N2R3,HKludo02,LOC_Os06g48970,9.56760874271323,Test
J-N3R1,HKludo02,LOC_Os06g48970,10.0365776871807,Test
J-N3R2,HKludo02,LOC_Os06g48970,10.1189884621625,Test
J-N3R3,HKludo02,LOC_Os06g48970,10.5779048699919,Test
J-N4R1,HKludo02,LOC_Os06g48970,10.5693209848413,Test
J-N4R2,HKludo02,LOC_Os06g48970,10.8263095049111,Test
J-N4R3,HKludo02,LOC_Os06g48970,9.55800803146362,Test
G-N1R1,HKludo02,LOC_Os06g48970,9.7566620204134,Test
G-N1R2,HKludo02,LOC_Os06g48970,9.58792199123691,Test
G-N1R3,HKludo02,LOC_Os06g48970,9.05903385597576,Test
G-N2R1,HKludo02,LOC_Os06g48970,9.68643579913349,Test
G-N2R2,HKludo02,LOC_Os06g48970,9.34095800662865,Test
G-N2R3,HKludo02,LOC_Os06g48970,9.95275391607281,Test
G-N3R1,HKludo02,LOC_Os06g48970,9.77952049204392,Test
G-N3R2,HKludo02,LOC_Os06g48970,9.63835823222434,Test
G-N3R3,HKludo02,LOC_Os06g48970,10.4067483850054,Test
G-N4R1,HKludo02,LOC_Os06g48970,10.9760100713219,Test
G-N4R2,HKludo02,LOC_Os06g48970,10.4349976570827,Test
G-N4R3,HKludo02,LOC_Os06g48970,9.56569255387081,Test
B-N1R1,HKludo02,LOC_Os06g48970,10.6568104102358,Test
B-N1R2,HKludo02,LOC_Os06g48970,10.1623526569888,Test
B-N1R3,HKludo02,LOC_Os06g48970,9.04836883058762,Test
B-N2R1,HKludo02,LOC_Os06g48970,10.2748783443064,Test
B-N2R2,HKludo02,LOC_Os06g48970,10.2024802913755,Test
B-N2R3,HKludo02,LOC_Os06g48970,9.76284473590695,Test
B-N3R1,HKludo02,LOC_Os06g48970,9.56493013886907,Test
B-N3R2,HKludo02,LOC_Os06g48970,9.36848172505653,Test
B-N3R3,HKludo02,LOC_Os06g48970,10.5996446770467,Test
B-N4R1,HKludo02,LOC_Os06g48970,11.6483628375367,Test
B-N4R2,HKludo02,LOC_Os06g48970,12.0824851366915,Test
B-N4R3,HKludo02,LOC_Os06g48970,9.20253849614934,Test
I-N1R1,HKludo02,LOC_Os06g48970,8.89641200924802,Test
I-N1R2,HKludo02,LOC_Os06g48970,8.57889973103637,Test
I-N1R3,HKludo02,LOC_Os06g48970,8.63469693704278,Test
I-N2R1,HKludo02,LOC_Os06g48970,8.67608045421249,Test
I-N2R2,HKludo02,LOC_Os06g48970,8.62671712532499,Test
I-N2R3,HKludo02,LOC_Os06g48970,8.28805386438336,Test
I-N3R1,HKludo02,LOC_Os06g48970,7.62157566339502,Test
I-N3R2,HKludo02,LOC_Os06g48970,10.1976842375878,Test
I-N3R3,HKludo02,LOC_Os06g48970,9.19201401288067,Test
I-N4R1,HKludo02,LOC_Os06g48970,9.51851795214782,Test
I-N4R2,HKludo02,LOC_Os06g48970,11.246450609167,Test
I-N4R3,HKludo02,LOC_Os06g48970,9.11090737454626,Test
R-N1R1,HKludo02,LOC_Os06g48970,8.76064477637438,Test
R-N1R2,HKludo02,LOC_Os06g48970,8.06698205788132,Test
R-N1R3,HKludo02,LOC_Os06g48970,7.78957398076404,Test
R-N2R1,HKludo02,LOC_Os06g48970,8.5668965768362,Test
R-N2R2,HKludo02,LOC_Os06g48970,9.0191243172228,Test
R-N2R3,HKludo02,LOC_Os06g48970,8.4858543587982,Test
R-N3R1,HKludo02,LOC_Os06g48970,7.72979101934847,Test
R-N3R2,HKludo02,LOC_Os06g48970,8.17831446740681,Test
R-N3R3,HKludo02,LOC_Os06g48970,9.55163724603737,Test
R-N4R1,HKludo02,LOC_Os06g48970,8.70695083534097,Test
R-N4R2,HKludo02,LOC_Os06g48970,10.0865500633294,Test
R-N4R3,HKludo02,LOC_Os06g48970,8.19447332057231,Test
J-N1R1,G1L5 TAW,LOC_OS10g33780,6.60869752082874,Test
J-N1R2,G1L5 TAW,LOC_OS10g33780,5.28764534398295,Test
J-N1R3,G1L5 TAW,LOC_OS10g33780,5.54443783253999,Test
J-N2R1,G1L5 TAW,LOC_OS10g33780,6.60949027246531,Test
J-N2R2,G1L5 TAW,LOC_OS10g33780,5.74352341263728,Test
J-N2R3,G1L5 TAW,LOC_OS10g33780,5.67662011112659,Test
J-N3R1,G1L5 TAW,LOC_OS10g33780,7.44505481067721,Test
J-N3R2,G1L5 TAW,LOC_OS10g33780,7.96167835579746,Test
J-N3R3,G1L5 TAW,LOC_OS10g33780,7.07113131344969,Test
J-N4R1,G1L5 TAW,LOC_OS10g33780,9.87543515563656,Test
J-N4R2,G1L5 TAW,LOC_OS10g33780,9.1787732680038,Test
J-N4R3,G1L5 TAW,LOC_OS10g33780,8.36059579320245,Test
G-N1R1,G1L5 TAW,LOC_OS10g33780,5.75262971388357,Test
G-N1R2,G1L5 TAW,LOC_OS10g33780,5.31768286736482,Test
G-N1R3,G1L5 TAW,LOC_OS10g33780,4.75159222929173,Test
G-N2R1,G1L5 TAW,LOC_OS10g33780,5.31341685535589,Test
G-N2R2,G1L5 TAW,LOC_OS10g33780,4.6805154274868,Test
G-N2R3,G1L5 TAW,LOC_OS10g33780,5.2994199254142,Test
G-N3R1,G1L5 TAW,LOC_OS10g33780,5.95897127720362,Test
G-N3R2,G1L5 TAW,LOC_OS10g33780,6.11031222787475,Test
G-N3R3,G1L5 TAW,LOC_OS10g33780,6.60107143311633,Test
G-N4R1,G1L5 TAW,LOC_OS10g33780,7.14700965082226,Test
G-N4R2,G1L5 TAW,LOC_OS10g33780,7.13988531759964,Test
G-N4R3,G1L5 TAW,LOC_OS10g33780,6.93164956668803,Test
B-N1R1,G1L5 TAW,LOC_OS10g33780,6.09055809452596,Test
B-N1R2,G1L5 TAW,LOC_OS10g33780,5.55232500818822,Test
B-N1R3,G1L5 TAW,LOC_OS10g33780,4.68080392565864,Test
B-N2R1,G1L5 TAW,LOC_OS10g33780,5.76038341795006,Test
B-N2R2,G1L5 TAW,LOC_OS10g33780,5.9409805956375,Test
B-N2R3,G1L5 TAW,LOC_OS10g33780,5.36829927236957,Test
B-N3R1,G1L5 TAW,LOC_OS10g33780,5.91640513005297,Test
B-N3R2,G1L5 TAW,LOC_OS10g33780,5.77538886717093,Test
B-N3R3,G1L5 TAW,LOC_OS10g33780,6.98681796656133,Test
B-N4R1,G1L5 TAW,LOC_OS10g33780,9.30226672429392,Test
B-N4R2,G1L5 TAW,LOC_OS10g33780,9.80791920383846,Test
B-N4R3,G1L5 TAW,LOC_OS10g33780,7.39751392987522,Test
I-N1R1,G1L5 TAW,LOC_OS10g33780,5.46723688303988,Test
I-N1R2,G1L5 TAW,LOC_OS10g33780,4.76337535948576,Test
I-N1R3,G1L5 TAW,LOC_OS10g33780,5.19808088266199,Test
I-N2R1,G1L5 TAW,LOC_OS10g33780,5.4770548784525,Test
I-N2R2,G1L5 TAW,LOC_OS10g33780,5.40028477966332,Test
I-N2R3,G1L5 TAW,LOC_OS10g33780,4.76055627475325,Test
I-N3R1,G1L5 TAW,LOC_OS10g33780,4.89209758974526,Test
I-N3R2,G1L5 TAW,LOC_OS10g33780,6.71440143711711,Test
I-N3R3,G1L5 TAW,LOC_OS10g33780,6.27741503049622,Test
I-N4R1,G1L5 TAW,LOC_OS10g33780,6.83472342950969,Test
I-N4R2,G1L5 TAW,LOC_OS10g33780,7.94549690337125,Test
I-N4R3,G1L5 TAW,LOC_OS10g33780,6.42996595134137,Test
R-N1R1,G1L5 TAW,LOC_OS10g33780,5.44252716092642,Test
R-N1R2,G1L5 TAW,LOC_OS10g33780,5.13023685316554,Test
R-N1R3,G1L5 TAW,LOC_OS10g33780,4.493227949099,Test
R-N2R1,G1L5 TAW,LOC_OS10g33780,5.15213920672122,Test
R-N2R2,G1L5 TAW,LOC_OS10g33780,5.37112795797189,Test
R-N2R3,G1L5 TAW,LOC_OS10g33780,5.39871330367963,Test
R-N3R1,G1L5 TAW,LOC_OS10g33780,5.17727037684053,Test
R-N3R2,G1L5 TAW,LOC_OS10g33780,5.25835620312451,Test
R-N3R3,G1L5 TAW,LOC_OS10g33780,6.8025006530083,Test
R-N4R1,G1L5 TAW,LOC_OS10g33780,6.22960992888574,Test
R-N4R2,G1L5 TAW,LOC_OS10g33780,7.89568268754919,Test
R-N4R3,G1L5 TAW,LOC_OS10g33780,6.24786791510423,Test
J-N1R1,ERF33,LOC_Os04g46400,14.5957252348642,Test
J-N1R2,ERF33,LOC_Os04g46400,13.3420598614073,Test
J-N1R3,ERF33,LOC_Os04g46400,12.1203983433334,Test
J-N2R1,ERF33,LOC_Os04g46400,15.0798498951859,Test
J-N2R2,ERF33,LOC_Os04g46400,14.7896750331356,Test
J-N2R3,ERF33,LOC_Os04g46400,14.2509395188249,Test
J-N3R1,ERF33,LOC_Os04g46400,15.82591888217,Test
J-N3R2,ERF33,LOC_Os04g46400,15.0187262062479,Test
J-N3R3,ERF33,LOC_Os04g46400,15.6901276119924,Test
J-N4R1,ERF33,LOC_Os04g46400,16.2849590175851,Test
J-N4R2,ERF33,LOC_Os04g46400,16.9547135844028,Test
J-N4R3,ERF33,LOC_Os04g46400,15.8004241658187,Test
G-N1R1,ERF33,LOC_Os04g46400,13.3498450063902,Test
G-N1R2,ERF33,LOC_Os04g46400,12.528807976244,Test
G-N1R3,ERF33,LOC_Os04g46400,11.0223924660524,Test
G-N2R1,ERF33,LOC_Os04g46400,13.1475369207995,Test
G-N2R2,ERF33,LOC_Os04g46400,10.2825955657911,Test
G-N2R3,ERF33,LOC_Os04g46400,13.2963727534757,Test
G-N3R1,ERF33,LOC_Os04g46400,13.4864091230033,Test
G-N3R2,ERF33,LOC_Os04g46400,14.0111844728099,Test
G-N3R3,ERF33,LOC_Os04g46400,14.6152463852101,Test
G-N4R1,ERF33,LOC_Os04g46400,14.6503158620458,Test
G-N4R2,ERF33,LOC_Os04g46400,14.3875800056899,Test
G-N4R3,ERF33,LOC_Os04g46400,13.5369868557552,Test
B-N1R1,ERF33,LOC_Os04g46400,14.3828525715846,Test
B-N1R2,ERF33,LOC_Os04g46400,12.7777771895277,Test
B-N1R3,ERF33,LOC_Os04g46400,9.91826814290211,Test
B-N2R1,ERF33,LOC_Os04g46400,12.5311134820316,Test
B-N2R2,ERF33,LOC_Os04g46400,13.0058105350813,Test
B-N2R3,ERF33,LOC_Os04g46400,11.6023143885397,Test
B-N3R1,ERF33,LOC_Os04g46400,13.9526635922456,Test
B-N3R2,ERF33,LOC_Os04g46400,13.164173082401,Test
B-N3R3,ERF33,LOC_Os04g46400,13.5847588597965,Test
B-N4R1,ERF33,LOC_Os04g46400,14.1297193014827,Test
B-N4R2,ERF33,LOC_Os04g46400,14.6921602965669,Test
B-N4R3,ERF33,LOC_Os04g46400,12.1576330881998,Test
I-N1R1,ERF33,LOC_Os04g46400,13.7902232041287,Test
I-N1R2,ERF33,LOC_Os04g46400,13.9203990305259,Test
I-N1R3,ERF33,LOC_Os04g46400,13.3792785497172,Test
I-N2R1,ERF33,LOC_Os04g46400,14.2308996684998,Test
I-N2R2,ERF33,LOC_Os04g46400,12.8955653726751,Test
I-N2R3,ERF33,LOC_Os04g46400,12.8213179398875,Test
I-N3R1,ERF33,LOC_Os04g46400,12.5587030813389,Test
I-N3R2,ERF33,LOC_Os04g46400,15.3270916535273,Test
I-N3R3,ERF33,LOC_Os04g46400,14.5266140166702,Test
I-N4R1,ERF33,LOC_Os04g46400,13.5490019606406,Test
I-N4R2,ERF33,LOC_Os04g46400,17.0837778534749,Test
I-N4R3,ERF33,LOC_Os04g46400,14.131075400588,Test
R-N1R1,ERF33,LOC_Os04g46400,12.955736212942,Test
R-N1R2,ERF33,LOC_Os04g46400,11.9865782537588,Test
R-N1R3,ERF33,LOC_Os04g46400,11.8136364125145,Test
R-N2R1,ERF33,LOC_Os04g46400,12.626562158308,Test
R-N2R2,ERF33,LOC_Os04g46400,13.562267930949,Test
R-N2R3,ERF33,LOC_Os04g46400,14.0661245961913,Test
R-N3R1,ERF33,LOC_Os04g46400,13.7570353241532,Test
R-N3R2,ERF33,LOC_Os04g46400,14.234122885963,Test
R-N3R3,ERF33,LOC_Os04g46400,14.1030950014896,Test
R-N4R1,ERF33,LOC_Os04g46400,14.3862974110273,Test
R-N4R2,ERF33,LOC_Os04g46400,15.9484994641022,Test
R-N4R3,ERF33,LOC_Os04g46400,13.4917600534916,Test
J-N1R1,EREBP129 - OsRAV2,LOC_Os01g04800,12.5609404773922,Test
J-N1R2,EREBP129 - OsRAV2,LOC_Os01g04800,10.3967410844491,Test
J-N1R3,EREBP129 - OsRAV2,LOC_Os01g04800,11.1623867874108,Test
J-N2R1,EREBP129 - OsRAV2,LOC_Os01g04800,11.9621935148307,Test
J-N2R2,EREBP129 - OsRAV2,LOC_Os01g04800,10.918478248835,Test
J-N2R3,EREBP129 - OsRAV2,LOC_Os01g04800,11.8156100905342,Test
J-N3R1,EREBP129 - OsRAV2,LOC_Os01g04800,14.1576183572529,Test
J-N3R2,EREBP129 - OsRAV2,LOC_Os01g04800,14.1916725136645,Test
J-N3R3,EREBP129 - OsRAV2,LOC_Os01g04800,12.9536270121886,Test
J-N4R1,EREBP129 - OsRAV2,LOC_Os01g04800,15.1314444504327,Test
J-N4R2,EREBP129 - OsRAV2,LOC_Os01g04800,14.8178525942049,Test
J-N4R3,EREBP129 - OsRAV2,LOC_Os01g04800,14.8211957171622,Test
G-N1R1,EREBP129 - OsRAV2,LOC_Os01g04800,10.0079803467425,Test
G-N1R2,EREBP129 - OsRAV2,LOC_Os01g04800,8.76469693938129,Test
G-N1R3,EREBP129 - OsRAV2,LOC_Os01g04800,8.95780882373426,Test
G-N2R1,EREBP129 - OsRAV2,LOC_Os01g04800,9.30889221312227,Test
G-N2R2,EREBP129 - OsRAV2,LOC_Os01g04800,9.80447565253297,Test
G-N2R3,EREBP129 - OsRAV2,LOC_Os01g04800,10.1244607924702,Test
G-N3R1,EREBP129 - OsRAV2,LOC_Os01g04800,12.1131596502153,Test
G-N3R2,EREBP129 - OsRAV2,LOC_Os01g04800,12.763140133487,Test
G-N3R3,EREBP129 - OsRAV2,LOC_Os01g04800,12.8457345479138,Test
G-N4R1,EREBP129 - OsRAV2,LOC_Os01g04800,13.7250764593763,Test
G-N4R2,EREBP129 - OsRAV2,LOC_Os01g04800,13.3008615555949,Test
G-N4R3,EREBP129 - OsRAV2,LOC_Os01g04800,12.340142219822,Test
B-N1R1,EREBP129 - OsRAV2,LOC_Os01g04800,10.8477353636255,Test
B-N1R2,EREBP129 - OsRAV2,LOC_Os01g04800,10.5415288885775,Test
B-N1R3,EREBP129 - OsRAV2,LOC_Os01g04800,8.91851201478838,Test
B-N2R1,EREBP129 - OsRAV2,LOC_Os01g04800,10.7740672602963,Test
B-N2R2,EREBP129 - OsRAV2,LOC_Os01g04800,10.4453852353714,Test
B-N2R3,EREBP129 - OsRAV2,LOC_Os01g04800,10.3528609130076,Test
B-N3R1,EREBP129 - OsRAV2,LOC_Os01g04800,11.8428440159306,Test
B-N3R2,EREBP129 - OsRAV2,LOC_Os01g04800,11.276742622011,Test
B-N3R3,EREBP129 - OsRAV2,LOC_Os01g04800,11.955865883647,Test
B-N4R1,EREBP129 - OsRAV2,LOC_Os01g04800,15.288485449708901,Test
